"Species","Trap","Year","Distance","Cover"
"Craspedia aurantia",1,2021,"15m",1
"Craspedia gracilis",1,2021,"1m",0
"Craspedia gracilis",1,2021,"5m",0
"Craspedia gracilis",1,2021,"10m",0
"Craspedia gracilis",1,2021,"15m",0
"Grevillea australis",1,2021,"1m",0
"Grevillea australis",1,2021,"5m",0
"Grevillea australis",1,2021,"10m",0
"Grevillea australis",1,2021,"15m",0
"Hovea montana",1,2021,"1m",0
"Hovea montana",1,2021,"5m",0
"Hovea montana",1,2021,"10m",0
"Hovea montana",1,2021,"15m",0
"Hypochaeris radicata",1,2021,"1m",1
"Hypochaeris radicata",1,2021,"5m",1
"Hypochaeris radicata",1,2021,"10m",0
"Hypochaeris radicata",1,2021,"15m",1
"Kunzea muelleri",1,2021,"1m",0
"Kunzea muelleri",1,2021,"5m",0
"Kunzea muelleri",1,2021,"10m",0
"Kunzea muelleri",1,2021,"15m",0
"Leptorhynchos squamatus",1,2021,"1m",0
"Leptorhynchos squamatus",1,2021,"5m",0
"Leptorhynchos squamatus",1,2021,"10m",0
"Leptorhynchos squamatus",1,2021,"15m",0
"Luzula modesta",1,2021,"1m",1
"Luzula modesta",1,2021,"5m",1
"Luzula modesta",1,2021,"10m",0
"Luzula modesta",1,2021,"15m",1
"Microseris lanceolata",1,2021,"1m",0
"Microseris lanceolata",1,2021,"5m",0
"Microseris lanceolata",1,2021,"10m",0
"Microseris lanceolata",1,2021,"15m",0
"Olearia brevipedunculata",1,2021,"1m",0
"Olearia brevipedunculata",1,2021,"5m",0
"Olearia brevipedunculata",1,2021,"10m",0
"Olearia brevipedunculata",1,2021,"15m",0
"Olearia frostii",1,2021,"1m",0
"Olearia frostii",1,2021,"5m",0
"Olearia frostii",1,2021,"10m",0
"Olearia frostii",1,2021,"15m",1
"Oreomyrrhis eriopoda",1,2021,"1m",0
"Oreomyrrhis eriopoda",1,2021,"5m",0
"Oreomyrrhis eriopoda",1,2021,"10m",0
"Oreomyrrhis eriopoda",1,2021,"15m",0
"Orites lancifolius",1,2021,"1m",0
"Orites lancifolius",1,2021,"5m",0
"Orites lancifolius",1,2021,"10m",0
"Orites lancifolius",1,2021,"15m",0
"Ozothamnus alpinus",1,2021,"1m",0
"Ozothamnus alpinus",1,2021,"5m",0
"Ozothamnus alpinus",1,2021,"10m",0
"Ozothamnus alpinus",1,2021,"15m",0
"Pappochroma bellidioides",1,2021,"1m",1
"Pappochroma bellidioides",1,2021,"5m",1
"Pappochroma bellidioides",1,2021,"10m",0
"Pappochroma bellidioides",1,2021,"15m",1
"Pappochroma nitidum",1,2021,"1m",0
"Pappochroma nitidum",1,2021,"5m",0
"Pappochroma nitidum",1,2021,"10m",0
"Pappochroma nitidum",1,2021,"15m",0
"Pentachondra pumila",1,2021,"1m",0
"Pentachondra pumila",1,2021,"5m",0
"Pentachondra pumila",1,2021,"10m",0
"Pentachondra pumila",1,2021,"15m",0
"Phebalium squamulosum",1,2021,"1m",1
"Phebalium squamulosum",1,2021,"5m",0
"Phebalium squamulosum",1,2021,"10m",0
"Phebalium squamulosum",1,2021,"15m",1
"Pimelea axiflora",1,2021,"1m",0
"Pimelea axiflora",1,2021,"5m",0
"Pimelea axiflora",1,2021,"10m",0
"Pimelea axiflora",1,2021,"15m",0
"Plantago euryphylla",1,2021,"1m",1
"Plantago euryphylla",1,2021,"5m",1
"Plantago euryphylla",1,2021,"10m",0
"Plantago euryphylla",1,2021,"15m",1
"Poa costiniana",1,2021,"1m",0
"Poa costiniana",1,2021,"5m",0
"Poa costiniana",1,2021,"10m",0
"Poa costiniana",1,2021,"15m",0
"Poa hiemata",1,2021,"1m",1
"Poa hiemata",1,2021,"5m",1
"Poa hiemata",1,2021,"10m",0
"Poa hiemata",1,2021,"15m",1
"Poa hothamensis",1,2021,"1m",0
"Poa hothamensis",1,2021,"5m",1
"Poa hothamensis",1,2021,"10m",0
"Poa hothamensis",1,2021,"15m",1
"Poa phillipsiana",1,2021,"1m",0
"Poa phillipsiana",1,2021,"5m",0
"Poa phillipsiana",1,2021,"10m",0
"Poa phillipsiana",1,2021,"15m",0
"Prasophyllum sp.",1,2021,"1m",0
"Prasophyllum sp.",1,2021,"5m",0
"Prasophyllum sp.",1,2021,"10m",0
"Prasophyllum sp.",1,2021,"15m",0
"Ranunculus victoriensis",1,2021,"1m",0
"Ranunculus victoriensis",1,2021,"5m",0
"Ranunculus victoriensis",1,2021,"10m",0
"Ranunculus victoriensis",1,2021,"15m",1
"Rytidosperma nudiflorum",1,2021,"1m",0
"Rytidosperma nudiflorum",1,2021,"5m",1
"Rytidosperma nudiflorum",1,2021,"10m",0
"Rytidosperma nudiflorum",1,2021,"15m",1
"Scleranthus biflorus",1,2021,"1m",1
"Scleranthus biflorus",1,2021,"5m",1
"Scleranthus biflorus",1,2021,"10m",0
"Scleranthus biflorus",1,2021,"15m",1
"Scleranthus singuliflorus",1,2021,"1m",0
"Scleranthus singuliflorus",1,2021,"5m",0
"Scleranthus singuliflorus",1,2021,"10m",0
"Scleranthus singuliflorus",1,2021,"15m",0
"Senecio gunnii",1,2021,"1m",0
"Senecio gunnii",1,2021,"5m",0
"Senecio gunnii",1,2021,"10m",0
"Senecio gunnii",1,2021,"15m",0
"Senecio pinnatifolius",1,2021,"1m",0
"Senecio pinnatifolius",1,2021,"5m",1
"Senecio pinnatifolius",1,2021,"10m",0
"Senecio pinnatifolius",1,2021,"15m",1
"Stackhousia monogyna",1,2021,"1m",0
"Stackhousia monogyna",1,2021,"5m",0
"Stackhousia monogyna",1,2021,"10m",0
"Stackhousia monogyna",1,2021,"15m",0
"Stylidium sp.",1,2021,"1m",0
"Stylidium sp.",1,2021,"5m",0
"Stylidium sp.",1,2021,"10m",0
"Stylidium sp.",1,2021,"15m",0
"Tasmannia xerophila",1,2021,"1m",0
"Tasmannia xerophila",1,2021,"5m",0
"Tasmannia xerophila",1,2021,"10m",0
"Tasmannia xerophila",1,2021,"15m",0
"Trachymene humilis",1,2021,"1m",0
"Trachymene humilis",1,2021,"5m",1
"Trachymene humilis",1,2021,"10m",0
"Trachymene humilis",1,2021,"15m",1
"Trisetum spicatum",1,2021,"1m",0
"Trisetum spicatum",1,2021,"5m",0
"Trisetum spicatum",1,2021,"10m",0
"Trisetum spicatum",1,2021,"15m",1
"Viola betonicifolia",1,2021,"1m",0
"Viola betonicifolia",1,2021,"5m",0
"Viola betonicifolia",1,2021,"10m",0
"Viola betonicifolia",1,2021,"15m",0
"Xerochrysum subundulatum",1,2021,"1m",0
"Xerochrysum subundulatum",1,2021,"5m",0
"Xerochrysum subundulatum",1,2021,"10m",0
"Xerochrysum subundulatum",1,2021,"15m",0
"Acaena novae-zelandiae",2,2021,"1m",0
"Acaena novae-zelandiae",2,2021,"5m",0
"Acaena novae-zelandiae",2,2021,"10m",0
"Acaena novae-zelandiae",2,2021,"15m",0
"Acetosella vulgaris",2,2021,"1m",1
"Acetosella vulgaris",2,2021,"5m",1
"Acetosella vulgaris",2,2021,"10m",0
"Acetosella vulgaris",2,2021,"15m",1
"Acrothamnus montanus",2,2021,"1m",0
"Acrothamnus montanus",2,2021,"5m",0
"Acrothamnus montanus",2,2021,"10m",0
"Acrothamnus montanus",2,2021,"15m",0
"Agrostis venusta",2,2021,"1m",0
"Agrostis venusta",2,2021,"5m",0
"Agrostis venusta",2,2021,"10m",0
"Agrostis venusta",2,2021,"15m",0
"Argyrotegium fordianum",2,2021,"1m",0
"Argyrotegium fordianum",2,2021,"5m",0
"Argyrotegium fordianum",2,2021,"10m",0
"Argyrotegium fordianum",2,2021,"15m",1
"Asperula gunnii",2,2021,"1m",1
"Asperula gunnii",2,2021,"5m",1
"Asperula gunnii",2,2021,"10m",0
"Asperula gunnii",2,2021,"15m",1
"Bossiaea sericea",2,2021,"1m",0
"Bossiaea sericea",2,2021,"5m",0
"Bossiaea sericea",2,2021,"10m",0
"Bossiaea sericea",2,2021,"15m",0
"Brachyscome decipiens",2,2021,"1m",0
"Brachyscome decipiens",2,2021,"5m",0
"Brachyscome decipiens",2,2021,"10m",0
"Brachyscome decipiens",2,2021,"15m",1
"Brachyscome spathulata",2,2021,"1m",0
"Brachyscome spathulata",2,2021,"5m",0
"Brachyscome spathulata",2,2021,"10m",0
"Brachyscome spathulata",2,2021,"15m",0
"Carex breviculmis",2,2021,"1m",0
"Carex breviculmis",2,2021,"5m",0
"Carex breviculmis",2,2021,"10m",0
"Carex breviculmis",2,2021,"15m",0
"Carex hebes",2,2021,"1m",1
"Carex hebes",2,2021,"5m",0
"Carex hebes",2,2021,"10m",0
"Carex hebes",2,2021,"15m",1
"Celmisia costiniana",2,2021,"1m",0
"Celmisia costiniana",2,2021,"5m",1
"Celmisia costiniana",2,2021,"10m",0
"Celmisia costiniana",2,2021,"15m",1
"Colobanthus affinis",2,2021,"1m",1
"Colobanthus affinis",2,2021,"5m",1
"Colobanthus affinis",2,2021,"10m",0
"Colobanthus affinis",2,2021,"15m",1
"Cotula alpina",2,2021,"1m",0
"Cotula alpina",2,2021,"5m",0
"Cotula alpina",2,2021,"10m",0
"Cotula alpina",2,2021,"15m",1
"Craspedia aurantia",2,2021,"1m",0
"Craspedia aurantia",2,2021,"5m",0
"Craspedia aurantia",2,2021,"10m",0
"Craspedia aurantia",2,2021,"15m",1
"Craspedia gracilis",2,2021,"1m",0
"Craspedia gracilis",2,2021,"5m",0
"Craspedia gracilis",2,2021,"10m",0
"Craspedia gracilis",2,2021,"15m",0
"Grevillea australis",2,2021,"1m",0
"Grevillea australis",2,2021,"5m",0
"Grevillea australis",2,2021,"10m",0
"Grevillea australis",2,2021,"15m",0
"Hovea montana",2,2021,"1m",0
"Hovea montana",2,2021,"5m",0
"Hovea montana",2,2021,"10m",0
"Hovea montana",2,2021,"15m",0
"Hypochaeris radicata",2,2021,"1m",1
"Hypochaeris radicata",2,2021,"5m",1
"Hypochaeris radicata",2,2021,"10m",0
"Hypochaeris radicata",2,2021,"15m",1
"Kunzea muelleri",2,2021,"1m",0
"Kunzea muelleri",2,2021,"5m",0
"Kunzea muelleri",2,2021,"10m",0
"Kunzea muelleri",2,2021,"15m",0
"Leptorhynchos squamatus",2,2021,"1m",0
"Leptorhynchos squamatus",2,2021,"5m",0
"Leptorhynchos squamatus",2,2021,"10m",0
"Leptorhynchos squamatus",2,2021,"15m",0
"Luzula modesta",2,2021,"1m",1
"Luzula modesta",2,2021,"5m",1
"Luzula modesta",2,2021,"10m",0
"Luzula modesta",2,2021,"15m",1
"Microseris lanceolata",2,2021,"1m",1
"Microseris lanceolata",2,2021,"5m",1
"Microseris lanceolata",2,2021,"10m",0
"Microseris lanceolata",2,2021,"15m",1
"Olearia brevipedunculata",2,2021,"1m",0
"Olearia brevipedunculata",2,2021,"5m",0
"Olearia brevipedunculata",2,2021,"10m",0
"Olearia brevipedunculata",2,2021,"15m",0
"Olearia frostii",2,2021,"1m",0
"Olearia frostii",2,2021,"5m",1
"Olearia frostii",2,2021,"10m",0
"Olearia frostii",2,2021,"15m",1
"Oreomyrrhis eriopoda",2,2021,"1m",0
"Oreomyrrhis eriopoda",2,2021,"5m",0
"Oreomyrrhis eriopoda",2,2021,"10m",0
"Oreomyrrhis eriopoda",2,2021,"15m",0
"Orites lancifolius",2,2021,"1m",0
"Orites lancifolius",2,2021,"5m",0
"Orites lancifolius",2,2021,"10m",0
"Orites lancifolius",2,2021,"15m",1
"Ozothamnus alpinus",2,2021,"1m",0
"Ozothamnus alpinus",2,2021,"5m",0
"Ozothamnus alpinus",2,2021,"10m",0
"Ozothamnus alpinus",2,2021,"15m",1
"Pappochroma bellidioides",2,2021,"1m",1
"Pappochroma bellidioides",2,2021,"5m",1
"Pappochroma bellidioides",2,2021,"10m",0
"Pappochroma bellidioides",2,2021,"15m",1
"Pappochroma nitidum",2,2021,"1m",1
"Pappochroma nitidum",2,2021,"5m",1
"Pappochroma nitidum",2,2021,"10m",0
"Pappochroma nitidum",2,2021,"15m",1
"Pentachondra pumila",2,2021,"1m",0
"Pentachondra pumila",2,2021,"5m",0
"Pentachondra pumila",2,2021,"10m",0
"Pentachondra pumila",2,2021,"15m",0
"Phebalium squamulosum",2,2021,"1m",0
"Phebalium squamulosum",2,2021,"5m",0
"Phebalium squamulosum",2,2021,"10m",0
"Phebalium squamulosum",2,2021,"15m",0
"Pimelea axiflora",2,2021,"1m",0
"Pimelea axiflora",2,2021,"5m",0
"Pimelea axiflora",2,2021,"10m",0
"Pimelea axiflora",2,2021,"15m",0
"Plantago euryphylla",2,2021,"1m",1
"Plantago euryphylla",2,2021,"5m",1
"Plantago euryphylla",2,2021,"10m",0
"Plantago euryphylla",2,2021,"15m",1
"Poa costiniana",2,2021,"1m",0
"Poa costiniana",2,2021,"5m",0
"Poa costiniana",2,2021,"10m",0
"Poa costiniana",2,2021,"15m",0
"Poa hiemata",2,2021,"1m",0
"Poa hiemata",2,2021,"5m",1
"Poa hiemata",2,2021,"10m",0
"Poa hiemata",2,2021,"15m",1
"Poa hothamensis",2,2021,"1m",1
"Poa hothamensis",2,2021,"5m",1
"Poa hothamensis",2,2021,"10m",0
"Poa hothamensis",2,2021,"15m",1
"Poa phillipsiana",2,2021,"1m",0
"Poa phillipsiana",2,2021,"5m",0
"Poa phillipsiana",2,2021,"10m",0
"Poa phillipsiana",2,2021,"15m",0
"Prasophyllum sp.",2,2021,"1m",0
"Prasophyllum sp.",2,2021,"5m",1
"Prasophyllum sp.",2,2021,"10m",0
"Prasophyllum sp.",2,2021,"15m",0
"Ranunculus victoriensis",2,2021,"1m",1
"Ranunculus victoriensis",2,2021,"5m",1
"Ranunculus victoriensis",2,2021,"10m",0
"Ranunculus victoriensis",2,2021,"15m",1
"Rytidosperma nudiflorum",2,2021,"1m",1
"Rytidosperma nudiflorum",2,2021,"5m",1
"Rytidosperma nudiflorum",2,2021,"10m",0
"Rytidosperma nudiflorum",2,2021,"15m",1
"Scleranthus biflorus",2,2021,"1m",1
"Scleranthus biflorus",2,2021,"5m",1
"Scleranthus biflorus",2,2021,"10m",0
"Scleranthus biflorus",2,2021,"15m",1
"Scleranthus singuliflorus",2,2021,"1m",0
"Scleranthus singuliflorus",2,2021,"5m",0
"Scleranthus singuliflorus",2,2021,"10m",0
"Scleranthus singuliflorus",2,2021,"15m",0
"Senecio gunnii",2,2021,"1m",0
"Senecio gunnii",2,2021,"5m",0
"Senecio gunnii",2,2021,"10m",0
"Senecio gunnii",2,2021,"15m",0
"Senecio pinnatifolius",2,2021,"1m",0
"Senecio pinnatifolius",2,2021,"5m",0
"Senecio pinnatifolius",2,2021,"10m",0
"Senecio pinnatifolius",2,2021,"15m",1
"Stackhousia monogyna",2,2021,"1m",0
"Stackhousia monogyna",2,2021,"5m",0
"Stackhousia monogyna",2,2021,"10m",0
"Stackhousia monogyna",2,2021,"15m",0
"Stylidium sp.",2,2021,"1m",0
"Stylidium sp.",2,2021,"5m",0
"Stylidium sp.",2,2021,"10m",0
"Stylidium sp.",2,2021,"15m",0
"Tasmannia xerophila",2,2021,"1m",0
"Tasmannia xerophila",2,2021,"5m",0
"Tasmannia xerophila",2,2021,"10m",0
"Tasmannia xerophila",2,2021,"15m",0
"Trachymene humilis",2,2021,"1m",1
"Trachymene humilis",2,2021,"5m",1
"Trachymene humilis",2,2021,"10m",0
"Trachymene humilis",2,2021,"15m",1
"Trisetum spicatum",2,2021,"1m",0
"Trisetum spicatum",2,2021,"5m",1
"Trisetum spicatum",2,2021,"10m",0
"Trisetum spicatum",2,2021,"15m",1
"Viola betonicifolia",2,2021,"1m",0
"Viola betonicifolia",2,2021,"5m",0
"Viola betonicifolia",2,2021,"10m",0
"Viola betonicifolia",2,2021,"15m",0
"Xerochrysum subundulatum",2,2021,"1m",0
"Xerochrysum subundulatum",2,2021,"5m",0
"Xerochrysum subundulatum",2,2021,"10m",0
"Xerochrysum subundulatum",2,2021,"15m",0
"Acaena novae-zelandiae",3,2021,"1m",0
"Acaena novae-zelandiae",3,2021,"5m",0
"Acaena novae-zelandiae",3,2021,"10m",0
"Acaena novae-zelandiae",3,2021,"15m",0
"Acetosella vulgaris",3,2021,"1m",1
"Acetosella vulgaris",3,2021,"5m",1
"Acetosella vulgaris",3,2021,"10m",0
"Acetosella vulgaris",3,2021,"15m",1
"Acrothamnus montanus",3,2021,"1m",0
"Acrothamnus montanus",3,2021,"5m",0
"Acrothamnus montanus",3,2021,"10m",0
"Acrothamnus montanus",3,2021,"15m",0
"Agrostis venusta",3,2021,"1m",0
"Agrostis venusta",3,2021,"5m",0
"Agrostis venusta",3,2021,"10m",0
"Agrostis venusta",3,2021,"15m",0
"Argyrotegium fordianum",3,2021,"1m",0
"Argyrotegium fordianum",3,2021,"5m",0
"Argyrotegium fordianum",3,2021,"10m",0
"Argyrotegium fordianum",3,2021,"15m",1
"Asperula gunnii",3,2021,"1m",0
"Asperula gunnii",3,2021,"5m",0
"Asperula gunnii",3,2021,"10m",0
"Asperula gunnii",3,2021,"15m",0
"Bossiaea sericea",3,2021,"1m",0
"Bossiaea sericea",3,2021,"5m",0
"Bossiaea sericea",3,2021,"10m",0
"Bossiaea sericea",3,2021,"15m",0
"Brachyscome decipiens",3,2021,"1m",1
"Brachyscome decipiens",3,2021,"5m",1
"Brachyscome decipiens",3,2021,"10m",0
"Brachyscome decipiens",3,2021,"15m",1
"Brachyscome spathulata",3,2021,"1m",0
"Brachyscome spathulata",3,2021,"5m",1
"Brachyscome spathulata",3,2021,"10m",0
"Brachyscome spathulata",3,2021,"15m",1
"Carex breviculmis",3,2021,"1m",0
"Carex breviculmis",3,2021,"5m",0
"Carex breviculmis",3,2021,"10m",0
"Carex breviculmis",3,2021,"15m",0
"Carex hebes",3,2021,"1m",1
"Carex hebes",3,2021,"5m",1
"Carex hebes",3,2021,"10m",0
"Carex hebes",3,2021,"15m",1
"Celmisia costiniana",3,2021,"1m",1
"Celmisia costiniana",3,2021,"5m",1
"Celmisia costiniana",3,2021,"10m",0
"Celmisia costiniana",3,2021,"15m",1
"Colobanthus affinis",3,2021,"1m",0
"Colobanthus affinis",3,2021,"5m",0
"Colobanthus affinis",3,2021,"10m",0
"Colobanthus affinis",3,2021,"15m",0
"Cotula alpina",3,2021,"1m",0
"Cotula alpina",3,2021,"5m",0
"Cotula alpina",3,2021,"10m",0
"Cotula alpina",3,2021,"15m",0
"Craspedia aurantia",3,2021,"1m",0
"Craspedia aurantia",3,2021,"5m",1
"Craspedia aurantia",3,2021,"10m",0
"Craspedia aurantia",3,2021,"15m",1
"Craspedia gracilis",3,2021,"1m",0
"Craspedia gracilis",3,2021,"5m",0
"Craspedia gracilis",3,2021,"10m",0
"Craspedia gracilis",3,2021,"15m",1
"Grevillea australis",3,2021,"1m",0
"Grevillea australis",3,2021,"5m",0
"Grevillea australis",3,2021,"10m",0
"Grevillea australis",3,2021,"15m",0
"Hovea montana",3,2021,"1m",0
"Hovea montana",3,2021,"5m",0
"Hovea montana",3,2021,"10m",0
"Hovea montana",3,2021,"15m",0
"Hypochaeris radicata",3,2021,"1m",1
"Hypochaeris radicata",3,2021,"5m",1
"Hypochaeris radicata",3,2021,"10m",0
"Hypochaeris radicata",3,2021,"15m",1
"Kunzea muelleri",3,2021,"1m",0
"Kunzea muelleri",3,2021,"5m",0
"Kunzea muelleri",3,2021,"10m",0
"Kunzea muelleri",3,2021,"15m",0
"Leptorhynchos squamatus",3,2021,"1m",0
"Leptorhynchos squamatus",3,2021,"5m",0
"Leptorhynchos squamatus",3,2021,"10m",0
"Leptorhynchos squamatus",3,2021,"15m",0
"Luzula modesta",3,2021,"1m",0
"Luzula modesta",3,2021,"5m",1
"Luzula modesta",3,2021,"10m",0
"Luzula modesta",3,2021,"15m",1
"Microseris lanceolata",3,2021,"1m",0
"Microseris lanceolata",3,2021,"5m",0
"Microseris lanceolata",3,2021,"10m",0
"Microseris lanceolata",3,2021,"15m",0
"Olearia brevipedunculata",3,2021,"1m",0
"Olearia brevipedunculata",3,2021,"5m",0
"Olearia brevipedunculata",3,2021,"10m",0
"Olearia brevipedunculata",3,2021,"15m",1
"Olearia frostii",3,2021,"1m",0
"Olearia frostii",3,2021,"5m",0
"Olearia frostii",3,2021,"10m",0
"Olearia frostii",3,2021,"15m",0
"Oreomyrrhis eriopoda",3,2021,"1m",0
"Oreomyrrhis eriopoda",3,2021,"5m",0
"Oreomyrrhis eriopoda",3,2021,"10m",0
"Oreomyrrhis eriopoda",3,2021,"15m",0
"Orites lancifolius",3,2021,"1m",0
"Orites lancifolius",3,2021,"5m",0
"Orites lancifolius",3,2021,"10m",0
"Orites lancifolius",3,2021,"15m",1
"Ozothamnus alpinus",3,2021,"1m",0
"Ozothamnus alpinus",3,2021,"5m",0
"Ozothamnus alpinus",3,2021,"10m",0
"Ozothamnus alpinus",3,2021,"15m",0
"Pappochroma bellidioides",3,2021,"1m",1
"Pappochroma bellidioides",3,2021,"5m",1
"Pappochroma bellidioides",3,2021,"10m",0
"Pappochroma bellidioides",3,2021,"15m",1
"Pappochroma nitidum",3,2021,"1m",0
"Pappochroma nitidum",3,2021,"5m",1
"Pappochroma nitidum",3,2021,"10m",0
"Pappochroma nitidum",3,2021,"15m",0
"Pentachondra pumila",3,2021,"1m",0
"Pentachondra pumila",3,2021,"5m",0
"Pentachondra pumila",3,2021,"10m",0
"Pentachondra pumila",3,2021,"15m",0
"Phebalium squamulosum",3,2021,"1m",0
"Phebalium squamulosum",3,2021,"5m",0
"Phebalium squamulosum",3,2021,"10m",0
"Phebalium squamulosum",3,2021,"15m",1
"Pimelea axiflora",3,2021,"1m",0
"Pimelea axiflora",3,2021,"5m",0
"Pimelea axiflora",3,2021,"10m",0
"Pimelea axiflora",3,2021,"15m",0
"Plantago euryphylla",3,2021,"1m",0
"Plantago euryphylla",3,2021,"5m",1
"Plantago euryphylla",3,2021,"10m",0
"Plantago euryphylla",3,2021,"15m",1
"Poa costiniana",3,2021,"1m",0
"Poa costiniana",3,2021,"5m",0
"Poa costiniana",3,2021,"10m",0
"Poa costiniana",3,2021,"15m",0
"Poa hiemata",3,2021,"1m",1
"Poa hiemata",3,2021,"5m",1
"Poa hiemata",3,2021,"10m",0
"Poa hiemata",3,2021,"15m",1
"Poa hothamensis",3,2021,"1m",0
"Poa hothamensis",3,2021,"5m",0
"Poa hothamensis",3,2021,"10m",0
"Poa hothamensis",3,2021,"15m",1
"Poa phillipsiana",3,2021,"1m",0
"Poa phillipsiana",3,2021,"5m",0
"Poa phillipsiana",3,2021,"10m",0
"Poa phillipsiana",3,2021,"15m",0
"Prasophyllum sp.",3,2021,"1m",0
"Prasophyllum sp.",3,2021,"5m",0
"Prasophyllum sp.",3,2021,"10m",0
"Prasophyllum sp.",3,2021,"15m",1
"Ranunculus victoriensis",3,2021,"1m",1
"Ranunculus victoriensis",3,2021,"5m",1
"Ranunculus victoriensis",3,2021,"10m",0
"Ranunculus victoriensis",3,2021,"15m",1
"Rytidosperma nudiflorum",3,2021,"1m",0
"Rytidosperma nudiflorum",3,2021,"5m",0
"Rytidosperma nudiflorum",3,2021,"10m",0
"Rytidosperma nudiflorum",3,2021,"15m",0
"Scleranthus biflorus",3,2021,"1m",0
"Scleranthus biflorus",3,2021,"5m",0
"Scleranthus biflorus",3,2021,"10m",0
"Scleranthus biflorus",3,2021,"15m",1
"Scleranthus singuliflorus",3,2021,"1m",0
"Scleranthus singuliflorus",3,2021,"5m",0
"Scleranthus singuliflorus",3,2021,"10m",0
"Scleranthus singuliflorus",3,2021,"15m",0
"Senecio gunnii",3,2021,"1m",0
"Senecio gunnii",3,2021,"5m",0
"Senecio gunnii",3,2021,"10m",0
"Senecio gunnii",3,2021,"15m",0
"Senecio pinnatifolius",3,2021,"1m",0
"Senecio pinnatifolius",3,2021,"5m",0
"Senecio pinnatifolius",3,2021,"10m",0
"Senecio pinnatifolius",3,2021,"15m",0
"Stackhousia monogyna",3,2021,"1m",0
"Stackhousia monogyna",3,2021,"5m",1
"Stackhousia monogyna",3,2021,"10m",0
"Stackhousia monogyna",3,2021,"15m",0
"Stylidium sp.",3,2021,"1m",0
"Stylidium sp.",3,2021,"5m",0
"Stylidium sp.",3,2021,"10m",0
"Stylidium sp.",3,2021,"15m",1
"Tasmannia xerophila",3,2021,"1m",0
"Tasmannia xerophila",3,2021,"5m",0
"Tasmannia xerophila",3,2021,"10m",0
"Tasmannia xerophila",3,2021,"15m",0
"Trachymene humilis",3,2021,"1m",1
"Trachymene humilis",3,2021,"5m",1
"Trachymene humilis",3,2021,"10m",0
"Trachymene humilis",3,2021,"15m",1
"Trisetum spicatum",3,2021,"1m",0
"Trisetum spicatum",3,2021,"5m",0
"Trisetum spicatum",3,2021,"10m",0
"Trisetum spicatum",3,2021,"15m",1
"Viola betonicifolia",3,2021,"1m",0
"Viola betonicifolia",3,2021,"5m",0
"Viola betonicifolia",3,2021,"10m",0
"Viola betonicifolia",3,2021,"15m",1
"Xerochrysum subundulatum",3,2021,"1m",0
"Xerochrysum subundulatum",3,2021,"5m",1
"Xerochrysum subundulatum",3,2021,"10m",0
"Xerochrysum subundulatum",3,2021,"15m",1
"Acaena novae-zelandiae",4,2021,"1m",0
"Acaena novae-zelandiae",4,2021,"5m",0
"Acaena novae-zelandiae",4,2021,"10m",0
"Acaena novae-zelandiae",4,2021,"15m",0
"Acetosella vulgaris",4,2021,"1m",1
"Acetosella vulgaris",4,2021,"5m",1
"Acetosella vulgaris",4,2021,"10m",0
"Acetosella vulgaris",4,2021,"15m",1
"Acrothamnus montanus",4,2021,"1m",0
"Acrothamnus montanus",4,2021,"5m",0
"Acrothamnus montanus",4,2021,"10m",0
"Acrothamnus montanus",4,2021,"15m",0
"Agrostis venusta",4,2021,"1m",0
"Agrostis venusta",4,2021,"5m",0
"Agrostis venusta",4,2021,"10m",0
"Agrostis venusta",4,2021,"15m",0
"Argyrotegium fordianum",4,2021,"1m",0
"Argyrotegium fordianum",4,2021,"5m",0
"Argyrotegium fordianum",4,2021,"10m",0
"Argyrotegium fordianum",4,2021,"15m",0
"Asperula gunnii",4,2021,"1m",0
"Asperula gunnii",4,2021,"5m",0
"Asperula gunnii",4,2021,"10m",0
"Asperula gunnii",4,2021,"15m",0
"Bossiaea sericea",4,2021,"1m",0
"Bossiaea sericea",4,2021,"5m",0
"Bossiaea sericea",4,2021,"10m",0
"Bossiaea sericea",4,2021,"15m",0
"Brachyscome decipiens",4,2021,"1m",0
"Brachyscome decipiens",4,2021,"5m",0
"Brachyscome decipiens",4,2021,"10m",0
"Brachyscome decipiens",4,2021,"15m",0
"Brachyscome spathulata",4,2021,"1m",0
"Brachyscome spathulata",4,2021,"5m",0
"Brachyscome spathulata",4,2021,"10m",0
"Brachyscome spathulata",4,2021,"15m",0
"Carex breviculmis",4,2021,"1m",1
"Carex breviculmis",4,2021,"5m",0
"Carex breviculmis",4,2021,"10m",0
"Carex breviculmis",4,2021,"15m",0
"Carex hebes",4,2021,"1m",0
"Carex hebes",4,2021,"5m",1
"Carex hebes",4,2021,"10m",0
"Carex hebes",4,2021,"15m",1
"Celmisia costiniana",4,2021,"1m",0
"Celmisia costiniana",4,2021,"5m",0
"Celmisia costiniana",4,2021,"10m",0
"Celmisia costiniana",4,2021,"15m",0
"Colobanthus affinis",4,2021,"1m",0
"Colobanthus affinis",4,2021,"5m",0
"Colobanthus affinis",4,2021,"10m",0
"Colobanthus affinis",4,2021,"15m",0
"Cotula alpina",4,2021,"1m",0
"Cotula alpina",4,2021,"5m",0
"Cotula alpina",4,2021,"10m",0
"Cotula alpina",4,2021,"15m",0
"Craspedia aurantia",4,2021,"1m",1
"Craspedia aurantia",4,2021,"5m",1
"Craspedia aurantia",4,2021,"10m",0
"Craspedia aurantia",4,2021,"15m",1
